x,y,z,yaw,velocity,change_flag
-16083.3301,-86040.7344,59.2237,-2.6138,27.0827,0
-16084.8584,-86041.6016,59.3454,-2.6162,27.6443,0
-16086.9121,-86042.7734,59.5071,-2.6204,25.7856,0
-16088.2109,-86043.5078,59.6002,-2.6230,19.2013,0
-16089.1299,-86044.0234,59.6685,-2.6249,37.9763,0
-16091.2207,-86045.1875,59.8186,-2.6293,30.8053,0
-16092.7617,-86046.0469,59.9336,-2.6328,41.6637,0
-16094.0527,-86046.7422,60.0354,-2.6361,28.8030,0
-16095.3936,-86047.4531,60.1315,-2.6401,27.3476,0
-16096.8115,-86048.2266,60.2541,-2.6450,22.9027,0
-16097.7148,-86048.7188,60.3216,-2.6476,37.0852,0
-16098.9941,-86049.3906,60.4201,-2.6513,26.2182,0
-16100.4492,-86050.1484,60.5299,-2.6551,25.8278,0
-16101.8291,-86050.8672,60.6403,-2.6574,27.1640,0
-16103.3848,-86051.6797,60.7809,-2.6609,32.9746,0
-16104.8486,-86052.4141,60.8899,-2.6641,30.7927,0
-16106.2314,-86053.1172,60.9900,-2.6672,27.9590,0
-16107.6523,-86053.8281,61.0944,-2.6694,26.4919,0
-16109.1025,-86054.5547,61.1946,-2.6733,29.2921,0
-16110.5898,-86055.3125,61.3341,-2.6789,33.3936,0
-16112.6797,-86056.3281,61.5011,-2.6865,28.4693,0
-16114.0293,-86056.9688,61.6128,-2.6904,26.4347,0
-16115.4414,-86057.6484,61.7058,-2.6934,25.6090,0
-16116.9453,-86058.3672,61.8313,-2.6952,27.8477,0
-16118.3477,-86059.0078,61.9252,-2.6972,32.9352,0
-16119.7422,-86059.6641,62.0230,-2.6999,28.4750,0
-16121.2256,-86060.3594,62.1275,-2.7044,30.0053,0
-16122.5371,-86060.9609,62.2482,-2.7093,24.8757,0
-16124.1240,-86061.6797,62.3397,-2.7133,31.2551,0
-16125.5254,-86062.3047,62.4559,-2.7164,30.0303,0
-16126.9980,-86062.9688,62.5815,-2.7194,28.8000,0
-16128.4268,-86063.5938,62.6746,-2.7217,27.4680,0
-16129.9502,-86064.2656,62.8001,-2.7250,29.8852,0
-16131.4580,-86064.8984,62.8973,-2.7293,36.0267,0
-16132.8330,-86065.5000,62.9848,-2.7326,27.2941,0
-16134.2910,-86066.1172,63.0906,-2.7357,25.5095,0
-16135.8096,-86066.7578,63.1952,-2.7392,29.7734,0
-16137.3223,-86067.3906,63.3037,-2.7402,29.8341,0
-16138.7354,-86067.9844,63.4056,-2.7417,29.9234,0
-16140.2549,-86068.6250,63.4987,-2.7424,29.0306,0
-16141.7393,-86069.2344,63.5937,-2.7436,28.8508,0
-16143.2891,-86069.8672,63.6938,-2.7447,31.9994,0
-16144.6963,-86070.4609,63.7896,-2.7456,30.2696,0
-16146.3232,-86071.1172,63.8772,-2.7466,33.6658,0
-16147.7148,-86071.6875,63.9644,-2.7455,27.2416,0
-16149.3047,-86072.3516,64.0713,-2.7460,28.9165,0
-16150.8223,-86072.9844,64.1701,-2.7457,27.8256,0
-16152.3750,-86073.6172,64.2412,-2.7461,31.7299,0
-16153.9346,-86074.2656,64.3214,-2.7480,34.6577,0
-16155.4434,-86074.8750,64.4149,-2.7504,31.2928,0
-16156.9717,-86075.4922,64.4808,-2.7514,29.4070,0
-16158.5215,-86076.1250,64.5674,-2.7515,28.8089,0
-16160.1123,-86076.7734,64.6537,-2.7526,30.4904,0
-16161.7109,-86077.4297,64.7280,-2.7509,30.7292,0
-16163.3164,-86078.0703,64.7851,-2.7503,31.4667,0
-16164.8936,-86078.7031,64.8519,-2.7505,33.0036,0
-16166.5156,-86079.3516,64.9201,-2.7514,33.2648,0
-16168.1475,-86080.0156,64.9856,-2.7515,32.9096,0
-16169.7578,-86080.6641,65.0700,-2.7513,31.5685,0
-16171.3945,-86081.3438,65.1289,-2.7492,31.5466,0
-16173.0566,-86082.0078,65.2078,-2.7479,31.0508,0
-16174.6621,-86082.6719,65.2737,-2.7449,30.8404,0
-16176.3623,-86083.3672,65.3306,-2.7427,32.6877,0
-16178.0645,-86084.0703,65.3778,-2.7403,31.5990,0
-16179.7695,-86084.7891,65.4346,-2.7373,33.5043,0
-16181.4570,-86085.5000,65.4928,-2.7339,32.9490,0
-16183.1543,-86086.2422,65.5626,-2.7282,34.1571,0
-16184.8428,-86086.9844,65.6256,-2.7224,34.4477,0
-16186.5264,-86087.7109,65.6641,-2.7170,34.2845,0
-16188.2559,-86088.4922,65.7032,-2.7125,34.8983,0
-16189.9785,-86089.2500,65.7620,-2.7073,34.2028,0
-16191.7285,-86090.0625,65.8185,-2.7023,34.5015,0
-16193.4316,-86090.8516,65.8638,-2.6957,33.6909,0
-16195.1807,-86091.6797,65.9086,-2.6874,34.9823,0
-16196.9473,-86092.5312,65.9357,-2.6794,34.9414,0
-16198.7041,-86093.3906,65.9796,-2.6721,35.0624,0
-16200.4580,-86094.2734,66.0158,-2.6649,34.8130,0
-16202.2305,-86095.1797,66.0417,-2.6577,36.5099,0
-16203.1240,-86095.6328,66.0496,-2.6541,36.0345,0
-16204.8965,-86096.5859,66.0735,-2.6475,36.6511,0
-16205.7979,-86097.0625,66.0812,-2.6443,36.6716,0
-16206.6885,-86097.5312,66.0936,-2.6418,36.2031,0
-16208.4932,-86098.4844,66.1249,-2.6348,37.4829,0
-16209.3975,-86098.9844,66.1199,-2.6321,37.1657,0
-16211.1240,-86099.9375,66.1069,-2.6233,35.0276,0
-16212.0078,-86100.4609,66.1283,-2.6175,36.9519,0
-16212.9258,-86100.9609,66.1491,-2.6125,37.6039,0
-16213.8145,-86101.5156,66.1743,-2.6076,37.6849,0
-16214.7461,-86102.0312,66.1728,-2.6044,38.2785,0
-16215.6621,-86102.5625,66.1847,-2.6009,38.0991,0
-16216.5605,-86103.0938,66.1977,-2.5965,37.5558,0
-16217.4297,-86103.6328,66.2137,-2.5931,36.7745,0
-16218.3564,-86104.1875,66.2198,-2.5900,38.8627,0
-16219.2588,-86104.7344,66.2129,-2.5859,37.9414,0
-16220.1445,-86105.2656,66.2002,-2.5822,37.1458,0
-16221.0469,-86105.8438,66.1789,-2.5780,38.5661,0
-16221.9648,-86106.4062,66.1700,-2.5749,38.7129,0
-16222.8633,-86106.9688,66.1604,-2.5713,38.1325,0
-16223.7715,-86107.5391,66.1646,-2.5680,38.5763,0
-16224.6514,-86108.1094,66.1616,-2.5640,37.7004,0
-16225.6006,-86108.7188,66.1609,-2.5613,40.5820,0
-16226.5020,-86109.2969,66.1582,-2.5567,38.5059,0
-16227.3984,-86109.8906,66.1816,-2.5513,38.6909,0
-16228.3145,-86110.4922,66.1785,-2.5488,39.4181,0
-16229.2256,-86111.1016,66.1616,-2.5451,39.4134,0
-16230.1260,-86111.6953,66.1243,-2.5416,38.8264,0
-16231.0244,-86112.3047,66.1087,-2.5374,39.0350,0
-16231.9131,-86112.9297,66.1044,-2.5348,39.0802,0
-16232.8242,-86113.5547,66.1017,-2.5319,39.7449,0
-16233.7607,-86114.2031,66.0964,-2.5284,40.9793,0
-16234.6201,-86114.7969,66.0923,-2.5244,37.5662,0
-16235.5479,-86115.4453,66.0778,-2.5213,40.7170,0
-16236.4033,-86116.0469,66.0500,-2.5168,37.6287,0
-16237.3350,-86116.7188,66.0506,-2.5127,41.3088,0
-16238.2646,-86117.3750,66.0029,-2.5088,40.9614,0
-16239.1797,-86118.0234,65.9817,-2.5047,40.3450,0
-16240.1035,-86118.6797,65.9621,-2.5017,40.7656,0
-16240.9844,-86119.3594,65.9522,-2.4975,40.0209,0
-16241.9180,-86120.0312,65.9106,-2.4935,41.3970,0
-16242.8057,-86120.6875,65.8937,-2.4892,39.6756,0
-16243.7285,-86121.3906,65.8836,-2.4861,41.7605,0
-16244.6016,-86122.0625,65.8621,-2.4820,39.6308,0
-16245.4951,-86122.7266,65.8374,-2.4789,40.0203,0
-16246.4150,-86123.4375,65.8015,-2.4744,41.8576,0
-16247.2998,-86124.1172,65.7783,-2.4715,40.1558,0
-16248.1943,-86124.8203,65.7511,-2.4676,40.9276,0
-16249.1025,-86125.5312,65.7114,-2.4639,41.4833,0
-16250.0205,-86126.2344,65.6691,-2.4600,41.6424,0
-16250.9229,-86126.9766,65.6531,-2.4571,41.9852,0
-16251.8281,-86127.7109,65.6265,-2.4539,41.9649,0
-16252.7354,-86128.4297,65.5959,-2.4498,41.6364,0
-16253.6211,-86129.1562,65.5693,-2.4473,41.1964,0
-16254.5068,-86129.8828,65.5445,-2.4440,41.2353,0
-16255.3770,-86130.6328,65.5071,-2.4404,41.3559,0
-16256.2725,-86131.3594,65.4771,-2.4365,41.4684,0
-16257.1465,-86132.0938,65.4483,-2.4339,41.0950,0
-16258.0410,-86132.8828,65.4263,-2.4307,42.8553,0
-16258.9268,-86133.6250,65.4014,-2.4265,41.5766,0
-16259.8096,-86134.3906,65.3655,-2.4240,42.0844,0
-16260.6836,-86135.1250,65.3129,-2.4205,41.0685,0
-16261.5693,-86135.8750,65.3022,-2.4159,41.7929,0
-16262.4229,-86136.6406,65.2581,-2.4128,41.2706,0
-16263.2637,-86137.3984,65.2391,-2.4100,40.7100,0
-16264.1299,-86138.1641,65.2063,-2.4062,41.5979,0
-16264.9834,-86138.9141,65.1739,-2.4032,40.8857,0
-16265.8379,-86139.6953,65.1472,-2.4010,41.6516,0
-16266.6943,-86140.4609,65.1175,-2.3990,41.3358,0
-16267.5293,-86141.2188,65.0918,-2.3975,40.5475,0
-16268.4131,-86142.0156,65.0453,-2.3964,42.8387,0
-16269.2549,-86142.8047,65.0274,-2.3966,41.5142,0
-16270.0771,-86143.5859,65.0060,-2.3961,40.8028,0
-16270.9131,-86144.3516,64.9847,-2.3972,40.7589,0
-16271.7754,-86145.1094,64.9569,-2.3982,41.2832,0
-16272.5889,-86145.8516,64.9174,-2.3987,39.6301,0
-16273.4492,-86146.6250,64.8949,-2.3999,41.6477,0
-16274.2725,-86147.3672,64.8541,-2.4009,39.8584,0
-16275.1299,-86148.1562,64.8199,-2.4022,41.9391,0
-16275.9873,-86148.9219,64.8128,-2.4028,41.3498,0
-16276.8135,-86149.6641,64.8139,-2.4048,39.9591,0
-16277.6191,-86150.3984,64.7772,-2.4049,39.2131,0
-16278.4609,-86151.1328,64.7308,-2.4057,40.2348,0
-16279.3271,-86151.9062,64.6990,-2.4064,41.7826,0
-16280.1533,-86152.6484,64.6793,-2.4080,39.9275,0
-16281.0176,-86153.4297,64.6578,-2.4088,41.9319,0
-16281.8340,-86154.1484,64.6220,-2.4095,39.1323,0
-16282.6621,-86154.8672,64.5918,-2.4108,39.4773,0
-16283.4736,-86155.5938,64.5748,-2.4116,39.1754,0
-16284.3135,-86156.3281,64.5241,-2.4127,40.1634,0
-16285.1611,-86157.0781,64.4816,-2.4131,40.7016,0
-16285.9971,-86157.8359,64.4478,-2.4141,40.6253,0
-16286.8330,-86158.5469,64.4215,-2.4131,39.4722,0
-16287.6396,-86159.2656,64.4081,-2.4125,38.8886,0
-16288.4678,-86160.0078,64.4170,-2.4117,39.9848,0
-16289.2998,-86160.7500,64.3806,-2.4120,40.1339,0
-16290.1396,-86161.4844,64.3308,-2.4124,40.1400,0
-16290.9736,-86162.2031,64.3130,-2.4128,39.6162,0
